school_year,busbreakdown_id,run_type,bus_no,route_number,reason,schools_serviced,occurred_on,created_on,boro,bus_company_name,number_of_students_on_the_bus,has_contractor_notified_schools,has_contractor_notified_parents,have_you_alerted_opt,informed_on,last_updated_on,breakdown_or_running_late,school_age_or_prek,how_long_delayed,incident_number
2015-2016,1230811,General Ed AM Run,1265,Q3343,Mechanical Problem,25003,2015-11-19T08:15:00.000,2015-11-19T08:17:00.000,Queens,LORISSA BUS SERVICE INC.,0,Yes,No,No,2015-11-19T08:17:00.000,2015-11-19T08:17:02.000,Breakdown,School-Age,,
2015-2016,1230812,Special Ed AM Run,GC0004,X565,Heavy Traffic,07025,2015-11-19T08:16:00.000,2015-11-19T08:17:00.000,Bronx,G.V.C. LTD. (B2192),2,Yes,No,No,2015-11-19T08:17:00.000,2015-11-19T08:17:23.000,Running Late,School-Age,10 mins,
2015-2016,1230813,Pre-K/EI,357,3,Other,S176,2015-11-19T08:14:00.000,2015-11-19T08:17:00.000,Bronx,"G.V.C., LTD.",7,Yes,Yes,Yes,2015-11-19T08:17:00.000,2015-11-19T08:17:34.000,Running Late,Pre-K,20MIN,
2015-2016,1230814,Pre-K/EI,510,1,Other,C815,2015-11-19T08:15:00.000,2015-11-19T08:17:00.000,Bronx,"G.V.C., LTD.",12,Yes,Yes,No,2015-11-19T08:17:00.000,2015-11-19T08:17:58.000,Running Late,Pre-K,10MINUTES,
2017-2018,1399180,Special Ed AM Run,520D,X581,Other,"08048,08468",2018-01-03T07:19:00.000,2018-01-03T07:20:00.000,Bronx,LITTLE LISA BUS CO. INC.,0,Yes,Yes,No,2018-01-03T07:20:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,0-15 Min,
2017-2018,1424345,Special Ed PM Run,4105,K302,Late return from Field Trip,"21253,21501,21559",2018-03-26T13:12:00.000,2018-03-26T13:13:00.000,Brooklyn,L & M BUS CORP. (B2192),0,Yes,Yes,No,2018-03-26T13:13:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,46-60 Min,
2015-2016,1214813,Special Ed AM Run,8873D,Q933,Other,24422,2015-09-16T07:25:00.000,2015-09-16T07:29:00.000,Queens,LITTLE RICHIE BUS SERVICE,4,Yes,Yes,No,2015-09-16T07:29:00.000,2015-09-16T07:29:03.000,Running Late,School-Age,35MIN,
2015-2016,1215774,Special Ed AM Run,1103,M263,Heavy Traffic,02654,2015-09-18T07:30:00.000,2015-09-18T07:31:00.000,Manhattan,LEESEL TRANSP CORP (B2192,2,Yes,Yes,No,2015-09-18T07:31:00.000,2015-09-18T07:32:09.000,Running Late,School-Age,45,
2015-2016,1230815,Special Ed AM Run,8,M178,Heavy Traffic,02035,2015-11-19T08:13:00.000,2015-11-19T08:20:00.000,Manhattan,CAREFUL BUS,5,Yes,Yes,No,2015-11-19T08:20:00.000,2015-11-19T08:20:22.000,Running Late,School-Age,30min,
2015-2016,1230817,Pre-K/EI,116,5,Heavy Traffic,C178,2015-11-19T08:24:00.000,2015-11-19T08:26:00.000,Bronx,"G.V.C., LTD.",19,Yes,Yes,No,2015-11-19T08:26:00.000,2015-11-19T08:26:46.000,Running Late,Pre-K,10MINUTES,
2015-2016,1230818,Special Ed AM Run,2580,M265,Heavy Traffic,03004,2015-11-19T08:23:00.000,2015-11-19T08:26:00.000,Manhattan,"RELIANT TRANS, INC. (B232",2,Yes,Yes,Yes,2015-11-19T08:26:00.000,2015-11-19T08:40:49.000,Running Late,School-Age,25mins,
2015-2016,1230819,Pre-K/EI,730,6,Heavy Traffic,C465,2015-11-19T08:25:00.000,2015-11-19T08:28:00.000,Bronx,"G.V.C., LTD.",7,Yes,Yes,Yes,2015-11-19T08:28:00.000,2015-11-19T08:28:32.000,Running Late,Pre-K,15MIN,
2015-2016,1230820,Special Ed AM Run,30,M278,Heavy Traffic,02699,2015-11-19T08:20:00.000,2015-11-19T08:29:00.000,Manhattan,CAREFUL BUS,6,Yes,No,No,2015-11-19T08:29:00.000,2015-11-19T08:29:39.000,Running Late,School-Age,30MIN,
2015-2016,1230821,Special Ed AM Run,1819,L032,Heavy Traffic,"20865,20915",2015-11-19T08:24:00.000,2015-11-19T08:30:00.000,Brooklyn,B & F SKILLED INC.(B2192),5,Yes,Yes,No,2015-11-19T08:30:00.000,2015-11-19T08:30:42.000,Running Late,School-Age,10 mins,
2015-2016,1230822,Special Ed AM Run,71,Q789,Heavy Traffic,28599,2015-11-19T08:28:00.000,2015-11-19T08:32:00.000,Queens,SAFE COACH INC. (B2321),9,No,No,No,2015-11-19T08:32:00.000,2015-11-19T08:32:57.000,Running Late,School-Age,10 MIN,
2015-2016,1230823,Special Ed AM Run,598,P874,Other,24008,2015-11-19T08:33:00.000,2015-11-19T08:34:00.000,Brooklyn,HAPPY CHILD TRANS LLC (B2,4,Yes,Yes,No,2015-11-19T08:34:00.000,2015-11-19T08:34:55.000,Running Late,School-Age,30 MIN,
2015-2016,1230829,Special Ed Field Trip,10307,X005,Mechanical Problem,08420,2015-11-19T10:30:00.000,2015-11-19T10:39:00.000,Bronx,"BORO TRANSIT, INC.",0,Yes,Yes,No,2015-11-19T10:39:00.000,2015-11-19T10:39:10.000,Running Late,School-Age,30MINS,
2015-2016,1230830,General Ed Field Trip,2338,Q2454,Mechanical Problem,24073,2015-11-19T22:42:00.000,2015-11-19T10:44:00.000,Queens,BOBBY`S BUS CO. INC.,0,No,No,Yes,2015-11-19T10:44:00.000,2015-11-19T10:44:53.000,Running Late,School-Age,,
2015-2016,1230833,Pre-K/EI,9350,14,Mechanical Problem,C457,2015-11-19T11:37:00.000,2015-11-19T11:52:00.000,Bronx,"G.V.C., LTD.",2,Yes,Yes,Yes,2015-11-19T11:52:00.000,2015-11-19T11:52:32.000,Breakdown,Pre-K,,
2015-2016,1230834,General Ed PM Run,1646,K9387,Late return from Field Trip,"13707,18480,18706",2015-11-19T13:00:00.000,2015-11-19T13:01:00.000,Brooklyn,JOFAZ TRANSPORTATION INC.,0,Yes,Yes,No,2015-11-19T13:01:00.000,2015-11-19T13:01:11.000,Running Late,School-Age,30MIN,
2015-2016,1230835,Special Ed PM Run,HA 526,P866,Other,27137,2015-11-19T13:06:00.000,2015-11-19T13:07:00.000,Queens,HAPPY CHILD TRANS LLC (B2,0,Yes,Yes,No,2015-11-19T13:07:00.000,2015-11-19T13:25:08.000,Running Late,School-Age,60 Min.,
2015-2016,1230837,Special Ed PM Run,1384,M465,Flat Tire,04102,2015-11-19T13:11:00.000,2015-11-19T13:13:00.000,Manhattan,LEESEL TRANSP CORP (B2192,0,Yes,Yes,No,2015-11-19T13:13:00.000,2015-11-19T13:13:49.000,Running Late,School-Age,20 Min,
2015-2016,1230839,Special Ed PM Run,HA 578,L040,Other,14646,2015-11-19T13:12:00.000,2015-11-19T13:19:00.000,Brooklyn,HAPPY CHILD TRANS LLC (B2,0,Yes,Yes,No,2015-11-19T13:19:00.000,2015-11-19T13:27:55.000,Running Late,School-Age,60 Mins.,
2015-2016,1230840,General Ed PM Run,794,Q9968,Late return from Field Trip,29295,2015-11-19T13:18:00.000,2015-11-19T13:20:00.000,Queens,QUALITY TRANSPORTATION CO,30,Yes,No,No,2015-11-19T13:20:00.000,2015-11-19T13:20:10.000,Running Late,School-Age,25mins,
2015-2016,1230842,General Ed PM Run,2403,Q2403,Mechanical Problem,24005,2015-11-19T13:20:00.000,2015-11-19T13:23:00.000,Queens,BOBBY`S BUS CO. INC.,0,No,No,Yes,2015-11-19T13:23:00.000,2015-11-19T13:23:50.000,Breakdown,School-Age,,
2017-2018,1424373,Special Ed PM Run,1231,M261,Heavy Traffic,"01015,01140,01142,01539",2018-03-26T14:03:00.000,2018-03-26T14:03:00.000,Manhattan,LEESEL TRANSPORTATION CORP (B2192),0,Yes,Yes,No,2018-03-26T14:03:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,31-45 Min,
2017-2018,1424374,Special Ed AM Run,3118,K757,Other,"14761,20535",2018-03-26T14:00:00.000,2018-03-26T14:03:00.000,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",0,Yes,Yes,Yes,2018-03-26T14:03:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,16-30 Min,
2015-2016,1225054,General Ed AM Run,417,R1016,Heavy Traffic,31022,2015-10-27T06:47:00.000,2015-10-27T06:56:00.000,Staten Island,PIONEER TRANSPORTATION CO,0,Yes,No,No,2015-10-27T06:56:00.000,2015-10-27T06:56:20.000,Running Late,School-Age,15-20MINS,
2015-2016,1230843,Special Ed PM Run,HA 520,L777,Other,17316,2015-11-19T13:24:00.000,2015-11-19T13:24:00.000,Brooklyn,HAPPY CHILD TRANS LLC (B2,0,Yes,Yes,No,2015-11-19T13:24:00.000,2015-11-19T13:28:13.000,Running Late,School-Age,60 Min.,
2015-2016,1230844,Special Ed Field Trip,HA 9972,M022,Other,03480,2015-11-19T13:35:00.000,2015-11-19T13:39:00.000,Manhattan,HAPPY CHILD TRANS LLC (B2,0,Yes,Yes,No,2015-11-19T13:39:00.000,2015-11-19T13:39:52.000,Running Late,School-Age,90 Mins.,
2015-2016,1230845,General Ed PM Run,2463,Q2463,Late return from Field Trip,24119,2015-11-19T13:30:00.000,2015-11-19T13:40:00.000,Queens,BOBBY`S BUS CO. INC.,0,No,No,Yes,2015-11-19T13:40:00.000,2015-11-19T13:40:38.000,Running Late,School-Age,,
2015-2016,1230846,Special Ed AM Run,2761,K568,Heavy Traffic,13433,2015-11-19T13:41:00.000,2015-11-19T13:43:00.000,Brooklyn,"RELIANT TRANS, INC. (B232",0,Yes,Yes,Yes,2015-11-19T13:43:00.000,2015-11-19T13:43:26.000,Running Late,School-Age,,
2015-2016,1230847,Special Ed PM Run,GT1401,U913,Other,75810,2015-11-19T13:43:00.000,2015-11-19T13:46:00.000,Rockland County,"DON THOMAS BUSES, INC. (B",0,Yes,No,Yes,2015-11-19T13:46:00.000,2015-11-19T13:46:08.000,Running Late,School-Age,35mins,
2015-2016,1230848,Special Ed AM Run,2506,K053,Heavy Traffic,13433,2015-11-19T13:45:00.000,2015-11-19T13:48:00.000,Brooklyn,ALLIED TRANSIT CORP.,0,Yes,Yes,No,2015-11-19T13:48:00.000,2015-11-19T13:48:20.000,Running Late,School-Age,20-30 min,
2015-2016,1230849,Special Ed PM Run,74638,X273,Heavy Traffic,08498,2015-11-19T13:50:00.000,2015-11-19T13:51:00.000,Bronx,VAN TRANS LLC (B2192),17,Yes,Yes,Yes,2015-11-19T13:51:00.000,2015-11-19T13:51:00.000,Running Late,School-Age,30 min,
2015-2016,1230850,Special Ed AM Run,2089,L596,Mechanical Problem,20104,2015-11-19T13:47:00.000,2015-11-19T13:52:00.000,,"RELIANT TRANS, INC. (B232",0,Yes,Yes,Yes,2015-11-19T13:52:00.000,2015-11-19T13:52:21.000,Breakdown,School-Age,,
2015-2016,1230851,Special Ed Field Trip,NI-2131,K179,Late return from Field Trip,18233,2015-11-19T13:50:00.000,2015-11-19T13:52:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",0,Yes,Yes,No,2015-11-19T13:52:00.000,2015-11-19T13:52:47.000,Running Late,School-Age,15 MINS,
2015-2016,1230854,Special Ed PM Run,628,P884,Heavy Traffic,26187,2015-11-19T13:59:00.000,2015-11-19T14:03:00.000,Queens,HAPPY CHILD TRANS LLC (B2,2,Yes,Yes,No,2015-11-19T14:03:00.000,2015-11-19T14:03:06.000,Running Late,School-Age,60 min,
2015-2016,1230855,General Ed PM Run,015104,Q9982,Late return from Field Trip,26208,2015-11-19T14:00:00.000,2015-11-19T14:09:00.000,Queens,QUALITY TRANSPORTATION CO,0,Yes,No,No,2015-11-19T14:09:00.000,2015-11-19T14:09:56.000,Running Late,School-Age,,
2015-2016,1230856,Special Ed PM Run,4571,Q263,Heavy Traffic,24520,2015-11-19T14:00:00.000,2015-11-19T14:10:00.000,Queens,"RELIANT TRANS, INC. (B232",0,Yes,Yes,Yes,2015-11-19T14:10:00.000,2015-11-19T14:10:38.000,Running Late,School-Age,,
2015-2016,1230857,Special Ed PM Run,1351,K682,Heavy Traffic,20062,2015-11-19T14:10:00.000,2015-11-19T14:11:00.000,Brooklyn,"RELIANT TRANS, INC. (B232",0,Yes,No,Yes,2015-11-19T14:11:00.000,2015-11-19T14:11:56.000,Running Late,School-Age,20 min,
2015-2016,1230858,Special Ed PM Run,RV1302,R688,Accident,31042,2015-11-19T14:11:00.000,2015-11-19T14:13:00.000,Staten Island,"RELIANT TRANS, INC. (B232",0,Yes,No,Yes,2015-11-19T14:13:00.000,2015-11-19T14:13:41.000,Running Late,School-Age,45 MINS,
2015-2016,1230859,Special Ed PM Run,5681D,Q622,Heavy Traffic,25029,2015-11-19T14:00:00.000,2015-11-19T14:14:00.000,Queens,LITTLE RICHIE BUS SERVICE,0,Yes,Yes,No,2015-11-19T14:14:00.000,2015-11-19T14:14:09.000,Running Late,School-Age,25 MIN,
2015-2016,1230860,Special Ed PM Run,819,Q913,Other,29135,2015-11-19T14:10:00.000,2015-11-19T14:15:00.000,Queens,ALL AMERICAN SCHOOL BUS C,0,No,No,No,2015-11-19T14:15:00.000,2015-11-19T14:15:57.000,Running Late,School-Age,10,
2015-2016,1230865,Special Ed Field Trip,36245,M406,Late return from Field Trip,02566,2015-11-19T14:25:00.000,2015-11-19T14:30:00.000,Manhattan,CONSOLIDATED BUS TRANS. I,0,Yes,Yes,No,2015-11-19T14:30:00.000,2015-11-19T14:30:08.000,Running Late,School-Age,20 min,
2015-2016,1230866,Special Ed AM Run,2580,M265,Heavy Traffic,03004,2015-11-19T14:27:00.000,2015-11-19T14:36:00.000,Manhattan,"RELIANT TRANS, INC. (B232",0,Yes,No,Yes,2015-11-19T14:36:00.000,2015-11-19T14:36:26.000,Running Late,School-Age,20mins,
2015-2016,1230867,Special Ed AM Run,36245,M406,Other,02566,2015-11-19T14:35:00.000,2015-11-19T14:36:00.000,Manhattan,CONSOLIDATED BUS TRANS. I,0,Yes,Yes,No,2015-11-19T14:36:00.000,2015-11-19T14:36:22.000,Running Late,School-Age,20 MINS,
2017-2018,1424375,Special Ed PM Run,1260,M866,Heavy Traffic,"06218,06319,06322,06366,06450",2018-03-26T14:03:00.000,2018-03-26T14:04:00.000,Manhattan,LEESEL TRANSPORTATION CORP (B2192),0,Yes,Yes,No,2018-03-26T14:04:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,31-45 Min,
2015-2016,1224862,Special Ed AM Run,1728,M960,Problem Run,02968,2015-10-26T08:05:00.000,2015-10-26T08:03:00.000,Manhattan,PHILLIP BUS CORP (B2192),3,Yes,No,No,2015-10-26T08:03:00.000,2015-10-26T08:03:57.000,Running Late,School-Age,20 min,
2015-2016,1230868,Special Ed PM Run,66,M611,Heavy Traffic,02909,2015-11-19T14:39:00.000,2015-11-19T14:41:00.000,Manhattan,CAREFUL BUS,0,Yes,No,No,2015-11-19T14:41:00.000,2015-11-19T14:45:41.000,Running Late,School-Age,40 MIN,
2015-2016,1230869,Special Ed AM Run,42133,M443,Other,02111,2015-11-19T14:30:00.000,2015-11-19T14:42:00.000,Manhattan,CONSOLIDATED BUS TRANS. I,0,No,No,No,2015-11-19T14:42:00.000,2015-11-19T14:42:33.000,Running Late,School-Age,15 mins,
2015-2016,1230870,Special Ed AM Run,9917,M476,Heavy Traffic,01461,2015-11-19T14:36:00.000,2015-11-19T14:42:00.000,Manhattan,"RELIANT TRANS, INC. (B232",0,Yes,Yes,Yes,2015-11-19T14:42:00.000,2015-11-19T14:42:13.000,Running Late,School-Age,25mins,
2015-2016,1230871,Special Ed AM Run,NK212-477-,M437,Heavy Traffic,06153,2015-11-19T14:15:00.000,2015-11-19T14:42:00.000,Manhattan,"MONTAUK STUDENT TRANS, IN",0,Yes,Yes,No,2015-11-19T14:42:00.000,2015-11-19T14:47:18.000,Running Late,School-Age,15 mins,
2015-2016,1230872,Special Ed PM Run,6026,X261,Heavy Traffic,07298,2015-11-19T14:42:00.000,2015-11-19T14:47:00.000,Bronx,PIONEER TRANSPORTATION CO,0,Yes,No,No,2015-11-19T14:47:00.000,2015-11-19T14:47:04.000,Running Late,School-Age,15 minuyrd,
2015-2016,1230873,Special Ed PM Run,4105,K259,Heavy Traffic,22533,2015-11-19T14:47:00.000,2015-11-19T14:51:00.000,Brooklyn,L & M BUS CORP. (B2192),16,Yes,Yes,No,2015-11-19T14:51:00.000,2015-11-19T14:52:08.000,Running Late,School-Age,10 MINS,
2015-2016,1230874,Pre-K/EI,52224,B0905Z,Other,C008,2015-11-19T14:25:00.000,2015-11-19T14:58:00.000,Brooklyn,L & M BUS CORP.,12,Yes,Yes,No,2015-11-19T14:58:00.000,2015-11-19T14:58:00.000,Running Late,Pre-K,20 mins,
2015-2016,1230875,Special Ed PM Run,4528,M954,Mechanical Problem,02347,2015-11-19T15:10:00.000,2015-11-19T15:14:00.000,Manhattan,"RELIANT TRANS, INC. (B232",0,Yes,Yes,Yes,2015-11-19T15:14:00.000,2015-11-19T15:14:18.000,Breakdown,School-Age,,
2015-2016,1230877,Special Ed PM Run,1487,M568,Heavy Traffic,04050,2015-11-19T15:16:00.000,2015-11-19T15:18:00.000,Manhattan,LEESEL TRANSP CORP (B2192,0,Yes,No,No,2015-11-19T15:18:00.000,2015-11-19T15:18:04.000,Running Late,School-Age,10-20mints,
2015-2016,1230880,Special Ed PM Run,10254,X008,Other,10306,2015-11-19T15:15:00.000,2015-11-19T15:32:00.000,Bronx,"BORO TRANSIT, INC.",7,Yes,Yes,Yes,2015-11-19T15:32:00.000,2015-11-19T15:32:12.000,Running Late,School-Age,25-30 MINS,
2015-2016,1230884,Special Ed AM Run,48173,Q845,Other,29313,2015-11-19T15:50:00.000,2015-11-19T15:56:00.000,Queens,"BORO TRANSIT, INC.",0,Yes,Yes,No,2015-11-19T15:56:00.000,2015-11-19T15:56:54.000,Running Late,School-Age,40 mins,
2015-2016,1230885,Special Ed PM Run,TN0426,Q426,Heavy Traffic,"24075,26481",2015-11-19T15:45:00.000,2015-11-19T15:58:00.000,Queens,TWENTY FIRST AV TRANSP (B,0,Yes,Yes,No,2015-11-19T15:58:00.000,2015-11-19T17:02:24.000,Running Late,School-Age,15-20 MIN,
2015-2016,1230886,Special Ed PM Run,2594,M348,Mechanical Problem,02300,2015-11-19T16:03:00.000,2015-11-19T16:06:00.000,Manhattan,"RELIANT TRANS, INC. (B232",4,No,Yes,Yes,2015-11-19T16:06:00.000,2015-11-19T16:06:58.000,Breakdown,School-Age,,
2015-2016,1230889,General Ed PM Run,10324,M9486,Accident,02780,2015-11-19T15:50:00.000,2015-11-19T16:07:00.000,Manhattan,SNT BUS INC,1,Yes,Yes,No,2015-11-19T16:07:00.000,2015-11-19T16:07:37.000,Running Late,School-Age,,2793231
2015-2016,1230890,Special Ed PM Run,2131,K179,Heavy Traffic,18233,2015-11-19T15:58:00.000,2015-11-19T16:12:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",0,No,Yes,No,2015-11-19T16:12:00.000,2015-11-19T16:12:17.000,Running Late,School-Age,15 MINS,
2015-2016,1230893,Special Ed PM Run,2120,K066,Accident,17005,2015-11-19T16:20:00.000,2015-11-19T16:43:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",4,Yes,Yes,No,2015-11-19T16:43:00.000,2015-11-19T16:43:38.000,Running Late,School-Age,60mn,2793282
2015-2016,1230894,Special Ed PM Run,1728,M960,Heavy Traffic,02968,2015-11-19T16:50:00.000,2015-11-19T16:52:00.000,Manhattan,PHILLIP BUS CORP (B2192),2,No,No,Yes,2015-11-19T16:52:00.000,2015-11-19T16:52:09.000,Running Late,School-Age,20mins,
2015-2016,1230895,Pre-K/EI,363,6,Other,C457,2015-11-19T16:45:00.000,2015-11-19T16:56:00.000,Bronx,"G.V.C., LTD.",1,Yes,Yes,No,2015-11-19T16:56:00.000,2015-11-19T16:56:17.000,Running Late,Pre-K,15MIN,
2015-2016,1230896,Pre-K/EI,12585,3105Z,Heavy Traffic,C117,2015-11-19T16:15:00.000,2015-11-19T17:27:00.000,Brooklyn,L & M BUS CORP.,10,Yes,Yes,No,2015-11-19T17:27:00.000,2015-11-19T17:27:13.000,Running Late,Pre-K,1hr,
2017-2018,1424376,Special Ed PM Run,1445,M546,Heavy Traffic,"02019,02035,02051,02605",2018-03-26T14:04:00.000,2018-03-26T14:04:00.000,Manhattan,LEESEL TRANSPORTATION CORP (B2192),0,Yes,Yes,No,2018-03-26T14:04:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,31-45 Min,
2015-2016,1214204,Special Ed AM Run,12531,P658,Heavy Traffic,24102,2015-09-11T06:30:00.000,2015-09-11T06:56:00.000,,ACME BUS CORP. (B2321),1,Yes,Yes,Yes,2015-09-11T06:56:00.000,2015-09-11T06:56:25.000,Running Late,School-Age,20mins,
2015-2016,1215775,Special Ed AM Run,23,N219,Heavy Traffic,75691,2015-09-18T07:00:00.000,2015-09-18T07:31:00.000,Nassau County,LOGAN BUS COMPANY INC.,0,Yes,Yes,No,2015-09-18T07:31:00.000,2015-09-18T07:31:58.000,Running Late,School-Age,45 min,
2015-2016,1230897,Project Read PM Run,36256,M508,Other,05440,2015-11-19T17:25:00.000,2015-11-19T17:45:00.000,Manhattan,CONSOLIDATED BUS TRANS. I,0,Yes,Yes,No,2015-11-19T17:45:00.000,2015-11-19T17:45:31.000,Running Late,School-Age,20,
2015-2016,1230898,Pre-K/EI,414,1,Other,C375,2015-11-19T17:50:00.000,2015-11-19T17:57:00.000,Bronx,"G.V.C., LTD.",4,Yes,Yes,No,2015-11-19T17:57:00.000,2015-11-19T17:57:05.000,Running Late,Pre-K,10MINUTES,
2015-2016,1230899,Special Ed AM Run,5002,K730,Mechanical Problem,21007,2015-11-20T06:04:00.000,2015-11-20T06:06:00.000,Brooklyn,"RELIANT TRANS, INC. (B232",0,Yes,Yes,Yes,2015-11-20T06:06:00.000,2015-11-20T09:13:46.000,Breakdown,School-Age,,
2015-2016,1230900,Special Ed AM Run,10460,Q304,Heavy Traffic,27053,2015-11-20T06:08:00.000,2015-11-20T06:12:00.000,Queens,HOYT TRANSPORTATION CORP.,0,Yes,Yes,No,2015-11-20T06:12:00.000,2015-11-20T06:12:16.000,Running Late,School-Age,30,
2015-2016,1230901,Special Ed AM Run,10459,Q350,Heavy Traffic,26046,2015-11-20T06:09:00.000,2015-11-20T06:14:00.000,Queens,HOYT TRANSPORTATION CORP.,0,Yes,Yes,No,2015-11-20T06:14:00.000,2015-11-20T06:14:35.000,Running Late,School-Age,30 mint,
2015-2016,1230903,General Ed AM Run,355,X2125,Heavy Traffic,07025,2015-11-20T06:10:00.000,2015-11-20T06:15:00.000,Bronx,PIONEER TRANSPORTATION CO,0,Yes,No,No,2015-11-20T06:15:00.000,2015-11-20T06:15:47.000,Running Late,School-Age,15 minutes,
2015-2016,1230904,Special Ed AM Run,1240,Q354,Heavy Traffic,26046,2015-11-20T06:11:00.000,2015-11-20T06:16:00.000,Queens,HOYT TRANSPORTATION CORP.,0,Yes,Yes,No,2015-11-20T06:16:00.000,2015-11-20T06:16:05.000,Running Late,School-Age,25 mint,
2015-2016,1230905,Special Ed AM Run,2545,M398,Heavy Traffic,01063,2015-11-20T06:15:00.000,2015-11-20T06:16:00.000,Manhattan,"RELIANT TRANS, INC. (B232",0,Yes,Yes,Yes,2015-11-20T06:16:00.000,2015-11-20T06:16:59.000,Running Late,School-Age,,
2015-2016,1230906,Special Ed AM Run,11674,Q865,Heavy Traffic,26187,2015-11-20T06:13:00.000,2015-11-20T06:17:00.000,Queens,HOYT TRANSPORTATION CORP.,0,Yes,Yes,No,2015-11-20T06:17:00.000,2015-11-20T06:17:53.000,Running Late,School-Age,40 mint,
2015-2016,1230908,Special Ed AM Run,2545,M348,Mechanical Problem,02300,2015-11-20T06:20:00.000,2015-11-20T06:23:00.000,Manhattan,"RELIANT TRANS, INC. (B232",0,Yes,No,Yes,2015-11-20T06:23:00.000,2015-11-20T06:23:56.000,Running Late,School-Age,,
2015-2016,1230909,Special Ed AM Run,5002,X021,Heavy Traffic,10445,2015-11-20T06:15:00.000,2015-11-20T06:24:00.000,Bronx,PIONEER TRANSPORTATION CO,0,Yes,No,No,2015-11-20T06:24:00.000,2015-11-20T06:24:20.000,Running Late,School-Age,15 minutre,
2015-2016,1230910,Special Ed AM Run,1819,L032,Flat Tire,"20865,20915",2015-11-20T06:23:00.000,2015-11-20T06:25:00.000,Brooklyn,B & F SKILLED INC.(B2192),0,Yes,Yes,No,2015-11-20T06:25:00.000,2015-11-20T08:08:15.000,Running Late,School-Age,60 mins,
2015-2016,1230911,Special Ed AM Run,5576,X291,Heavy Traffic,09218,2015-11-20T06:24:00.000,2015-11-20T06:27:00.000,Bronx,"RELIANT TRANS, INC. (B232",0,Yes,Yes,Yes,2015-11-20T06:27:00.000,2015-11-20T06:27:10.000,Running Late,School-Age,,
2015-2016,1230912,Special Ed AM Run,5565,Q125,Heavy Traffic,24013,2015-11-20T06:27:00.000,2015-11-20T06:28:00.000,Queens,"RELIANT TRANS, INC. (B232",0,Yes,Yes,Yes,2015-11-20T06:28:00.000,2015-11-20T06:28:25.000,Running Late,School-Age,,
2015-2016,1230913,Special Ed AM Run,2551,M173,Heavy Traffic,02169,2015-11-20T06:29:00.000,2015-11-20T06:31:00.000,Manhattan,"RELIANT TRANS, INC. (B232",0,Yes,Yes,Yes,2015-11-20T06:31:00.000,2015-11-20T06:31:37.000,Running Late,School-Age,,
2015-2016,1230914,Special Ed AM Run,TNO327,Q781,Flat Tire,25776,2015-11-20T06:15:00.000,2015-11-20T06:32:00.000,Queens,TWENTY FIRST AV TRANSP (B,0,No,No,No,2015-11-20T06:32:00.000,2015-11-20T06:32:39.000,Running Late,School-Age,30 mins,
2015-2016,1230915,Special Ed AM Run,5710D,Q915,Late return from Field Trip,24488,2015-11-20T06:26:00.000,2015-11-20T06:33:00.000,Queens,LITTLE RICHIE BUS SERVICE,0,Yes,Yes,No,2015-11-20T06:33:00.000,2015-11-20T06:33:14.000,Breakdown,School-Age,,
2017-2018,1424384,Special Ed PM Run,24638,X310,Heavy Traffic,10444,2018-03-26T14:15:00.000,2018-03-26T14:18:00.000,Bronx,VAN TRANS LLC (B2192),0,Yes,Yes,Yes,2018-03-26T14:18:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,16-30 Min,
2017-2018,1424387,General Ed PM Run,2334,K9502,Mechanical Problem,"15038,15261",2018-03-26T00:00:00.000,2018-03-26T14:22:00.000,Brooklyn,ALL AMERICAN SCHOOL BUS CORP.,0,Yes,No,No,2018-03-26T14:22:00.000,2018-03-26T14:27:13.000,Breakdown,School-Age,,
2015-2016,1214391,Special Ed AM Run,24632,X131,Heavy Traffic,12047,2015-09-11T07:33:00.000,2015-09-11T08:17:00.000,Bronx,VAN TRANS LLC (B2192),23,Yes,Yes,Yes,2015-09-11T08:17:00.000,2015-09-11T08:17:44.000,Running Late,School-Age,25 mins,
2015-2016,1215776,General Ed AM Run,17284,Q2654,Heavy Traffic,26266,2015-09-18T07:30:00.000,2015-09-18T07:32:00.000,Queens,QUALITY TRANSPORTATION CO,0,Yes,No,No,2015-09-18T07:32:00.000,2015-09-18T07:32:41.000,Running Late,School-Age,15 min,
2015-2016,1230916,Special Ed AM Run,TNO401,Q465,Won`t Start,24113,2015-11-20T06:20:00.000,2015-11-20T06:34:00.000,Queens,TWENTY FIRST AV TRANSP (B,0,No,No,No,2015-11-20T06:34:00.000,2015-11-20T06:34:27.000,Running Late,School-Age,30 mins,
